Year,Primary MSA City,State,Population,Sheltered Homeless_percentage,Sheltered Homeless - Under 18_percentage,Sheltered Homeless - Age 18 to 24_percentage,Sheltered Homeless - Over 24_percentage,Sheltered Homeless - Female_percentage,Sheltered Homeless - Male_percentage,Sheltered Homeless - Transgender_percentage,Sheltered Homeless - Gender Non-Conforming_percentage,Sheltered Homeless - Hispanic/Latino_percentage,Sheltered Homeless - White_percentage,Sheltered Homeless - Black or African American_percentage,Sheltered Homeless - Asian_percentage,Sheltered Homeless - American Indian or Alaska Native_percentage,Sheltered Homeless - Native Hawaiian or Other Pacific Islander_percentage,Sheltered Homeless - Multiple Races_percentage,Unsheltered Homeless_percentage,Unsheltered Homeless - Under 18_percentage,Unsheltered Homeless - Age 18 to 24_percentage,Unsheltered Homeless - Over 24_percentage,Unsheltered Homeless - Female_percentage,Unsheltered Homeless - Male_percentage,Unsheltered Homeless - Transgender_percentage,Unsheltered Homeless - Gender Non-Conforming_percentage,Unsheltered Homeless - Hispanic/Latino_percentage,Unsheltered Homeless - White_percentage,Unsheltered Homeless - Black or African American_percentage,Unsheltered Homeless - Asian_percentage,Unsheltered Homeless - American Indian or Alaska Native_percentage,Unsheltered Homeless - Native Hawaiian or Other Pacific Islander_percentage,Unsheltered Homeless - Multiple Races_percentage,Overall Homeless_percentage,Overall Homeless - Under 18_percentage,Overall Homeless - Age 18 to 24_percentage,Overall Homeless - Over 24_percentage,Overall Homeless - Female_percentage,Overall Homeless - Male_percentage,Overall Homeless - Transgender_percentage,Overall Homeless - Gender Non-Conforming_percentage,Overall Homeless - Hispanic/Latino_percentage,Overall Homeless - White_percentage,Overall Homeless - Black or African American_percentage,Overall Homeless - Asian_percentage,Overall Homeless - American Indian or Alaska Native_percentage,Overall Homeless - Native Hawaiian or Other Pacific Islander_percentage,Overall Homeless - Multiple Races_percentage
2019,Seattle,WA,3979845,0.184554926,0.046634982,0.016684067,0.121235877,0.077565835,0.105531748,0.001005064,0.000452279,0.025980911,0.081410206,0.06583171,0.005150954,0.008718933,0.005201208,0.018241916,0.162217373,0.004271523,0.020252045,0.137693805,0.06161044,0.088948188,0.004472536,0.00718621,0.024297429,0.078696532,0.034297818,0.006558044,0.022764706,0.007311843,0.01258843,0.346772299,0.050906505,0.036936112,0.258929682,0.139176274,0.194479936,0.0054776,0.007638488,0.05027834,0.160106738,0.100129528,0.011708999,0.031483638,0.01251305,0.030830346
2019,San Francisco,CA,4731803,0.106999383,0.015723393,0.009108579,0.082167411,0.041252774,0.064034788,0.001268016,0.000443805,0.021915536,0.030918447,0.04664184,0.002451497,0.005072062,0.003148905,0.018766631,0.260999877,0.002049959,0.033898284,0.225051635,0.086330728,0.162221462,0.007016353,0.005431333,0.046324836,0.090789917,0.100321167,0.008157567,0.011179671,0.004374654,0.046176901,0.367999259,0.017773352,0.043006862,0.307219045,0.127583503,0.226256249,0.008284369,0.005875139,0.068240373,0.121708364,0.146963008,0.010609064,0.016251733,0.007523559,0.064943532
2019,San Diego,CA,3338330,0.108617183,0.023634572,0.006949583,0.078033028,0.041038483,0.067249193,0.000299551,3.00E-05,0.034238676,0.068207757,0.028127836,0.002666004,0.002066902,0.001018473,0.006530211,0.134079016,0.00781828,0.007998011,0.118262724,0.039750414,0.093429949,0.000449326,0.000449326,0.036215713,0.092860802,0.029535726,0.001797306,0.005032456,0.002036947,0.002815779,0.242696198,0.031452852,0.014947594,0.196295753,0.080788897,0.160679142,0.000748877,0.000479282,0.070454389,0.161068558,0.057663562,0.004463309,0.007099358,0.00305542,0.00934599
2019,San Antonio,TX,2550960,0.066053564,0.020306081,0.003057672,0.042689811,0.030263117,0.035555242,0.000235206,0,0.031007934,0.049314768,0.014739549,0.000313607,0.000313607,0.000196005,0.001176028,0.046531502,0.000196005,0.001960046,0.044375451,0.010858657,0.035516041,0.000156804,0,0.020384483,0.033203186,0.010035438,0.000313607,0.000666416,0.000156804,0.002156051,0.112585066,0.020502085,0.005017719,0.087065262,0.041121774,0.071071283,0.000392009,0,0.051392417,0.082517954,0.024774987,0.000627215,0.000980023,0.000352808,0.003332079
2019,Salt Lake City,UT,1232696,0.133934076,0.026527222,0.009166899,0.098239955,0.050620753,0.08242097,0.00081123,8.11E-05,0.031800217,0.097185356,0.015494493,0.002839305,0.006814332,0.005110749,0.00648984,0.015656739,0,0.001541337,0.014115402,0.003569412,0.011762835,0,0.000324492,0.002758182,0.012249573,0.000973476,0.000162246,0.001054599,0.000162246,0.001054599,0.149590816,0.026527222,0.010708236,0.112355358,0.054190165,0.094183805,0.00081123,0.000405615,0.034558399,0.10943493,0.016467969,0.003001551,0.007868931,0.005272995,0.007544439
2019,San Jose,CA,1990660,0.089618518,0.020294777,0.00743472,0.061889022,0.03541539,0.053499844,0.000552581,0.000150704,0.046467001,0.061336441,0.01245818,0.004420644,0.004119237,0.001657742,0.005626275,0.397958466,0.019943134,0.077511981,0.300503351,0.139551706,0.248309606,0.00808777,0.002009384,0.161956336,0.152512232,0.078968784,0.012357711,0.035264686,0.005776978,0.113078075,0.487576985,0.040237911,0.084946701,0.362392372,0.174967096,0.30180945,0.00864035,0.002160088,0.208423337,0.213848673,0.091426964,0.016778355,0.039383923,0.00743472,0.118704349
2019,Riverside,CA,4650631,0.031243072,0.009719111,0.0026233,0.018900661,0.015675292,0.01548177,4.30E-05,4.30E-05,0.012105884,0.018664134,0.010106155,0.000215025,0.000279532,0.000430049,0.001548177,0.085257248,0.001333152,0.007138816,0.076785279,0.023803222,0.06061543,0.000344039,0.000494557,0.026340512,0.052078954,0.014664677,0.000989113,0.002902832,0.000795591,0.013826081,0.11650032,0.011052264,0.009762116,0.09568594,0.039478514,0.076097201,0.000387044,0.000537561,0.038446396,0.070743088,0.024770832,0.001204138,0.003182364,0.00122564,0.015374258
2019,Pittsburgh,PA,2317600,0.031325509,0.004832585,0.00293407,0.023558854,0.011908871,0.019330342,8.63E-05,0,0.001035554,0.012469796,0.015447014,0.000345185,4.31E-05,0.00021574,0.002804625,0.002071108,0,0.000302037,0.001769071,0.000474629,0.001596479,0,0,0.000172592,0.001337591,0.000517777,0,4.31E-05,0,0.000172592,0.033396617,0.004832585,0.003236106,0.025327925,0.0123835,0.020926821,8.63E-05,0,0.001208146,0.013807387,0.015964791,0.000345185,8.63E-05,0.00021574,0.002977218
2019,Richmond,VA,1291900,0.025311557,0.005031349,0.001083675,0.019196532,0.00936605,0.015868101,7.74E-05,0,0.001315891,0.006037619,0.018267668,0.000154811,0,7.74E-05,0.000774054,0.013158913,0.000232216,0.000464432,0.012462265,0.00301881,0.010062698,0,7.74E-05,0.001548107,0.004257295,0.008050159,0,0.000154811,0,0.000696648,0.03847047,0.005263565,0.001548107,0.031658797,0.01238486,0.0259308,7.74E-05,7.74E-05,0.002863999,0.010294914,0.026317826,0.000154811,0.000154811,7.74E-05,0.001470702
2019,Philadelphia,PA,6102434,0.147711552,0.036559183,0.011093934,0.100058436,0.061073991,0.085982085,0.000393286,0.00026219,0.016517999,0.045932492,0.095781454,0.000524381,0.000606315,0.000802958,0.004063952,0.025973243,0.00042606,0.001786173,0.023761011,0.005997607,0.01979538,0.000131095,4.92E-05,0.00370344,0.011093934,0.013863321,0.000327738,0.000163869,6.55E-05,0.000458833,0.173684795,0.036985242,0.012880107,0.123819446,0.067071598,0.105777465,0.000524381,0.000311351,0.02022144,0.057026426,0.109644775,0.000852119,0.000770184,0.000868506,0.004522785
2019,Phoenix,AZ,4948203,0.069237256,0.022250502,0.004870455,0.0421163,0.032072249,0.037003332,0.000121256,4.04E-05,0.018006537,0.033486904,0.022290921,0.000525443,0.00440564,0.000444606,0.008083743,0.06442743,4.04E-05,0.004648152,0.059738859,0.016773766,0.047532407,4.04E-05,8.08E-05,0.012327708,0.045855031,0.01131724,0.000262722,0.005597992,0.000424396,0.000970049,0.133664686,0.022290921,0.009518607,0.101855158,0.048846015,0.08453574,0.000161675,0.000121256,0.030334245,0.079341935,0.03360816,0.000788165,0.010003632,0.000869002,0.009053792
2019,Oklahoma City,OK,1408950,0.063096632,0.008729905,0.005465063,0.048901664,0.021363427,0.041378331,0.000354874,0,0.005110188,0.040313709,0.017104936,0.00014195,0.002484119,0,0.003051918,0.027254338,0.000567799,0.000922673,0.025763867,0.006103836,0.020866603,0,0.000283899,0.002768019,0.012349622,0.007381383,0.000212925,0.004613365,7.10E-05,0.002626069,0.090350971,0.009297704,0.006387736,0.074665531,0.027467263,0.062244934,0.000354874,0.000283899,0.007878207,0.052663331,0.02448632,0.000354874,0.007097484,7.10E-05,0.005677987
2019,Portland,OR,2492412,0.110214523,0.016128955,0.008144721,0.085940848,0.045217243,0.063071434,0.001083288,0.000842557,0.011675437,0.07538882,0.015487006,0.001324019,0.005015222,0.003731325,0.009268131,0.110575619,0.00585778,0.006700337,0.098017503,0.034745459,0.073623462,0.001083288,0.00112341,0.009950201,0.078718928,0.012477873,0.001043166,0.006620093,0.002046211,0.009669348,0.220790142,0.021986734,0.014845058,0.18395835,0.079962703,0.136694896,0.002166576,0.001965967,0.021625638,0.154107748,0.027964879,0.002367185,0.011635316,0.005777536,0.018937479
2019,Providence,MA,1624578,0.083960265,0.019081878,0.003754821,0.061123566,0.031577431,0.051951953,0.000430881,0,0.021482502,0.05065931,0.024252452,0.000430881,0.001046426,0.000246218,0.007324979,0.007632751,0.000246218,0.000246218,0.007140316,0.002585287,0.005047465,0,0,0.001046426,0.004678138,0.001846633,6.16E-05,0.000184663,0,0.000861762,0.091593017,0.019328096,0.004001039,0.068263881,0.034162718,0.056999418,0.000430881,0,0.022528928,0.055337448,0.026099085,0.000492436,0.001231089,0.000246218,0.008186741
2019,Raleigh,NC,1390785,0.080242453,0.018910184,0.003810797,0.057521472,0.029407852,0.050618895,0.000215706,0,0.003091779,0.017903558,0.058096686,0.000503313,0.000503313,0.000143804,0.003091779,0.024878037,0.001150429,0.001150429,0.022577178,0.007333988,0.01718454,0.000143804,0.000215706,0.001294233,0.011360491,0.011360491,0.000143804,0.000287607,7.19E-05,0.001653742,0.10512049,0.020060613,0.004961227,0.080098649,0.03674184,0.067803435,0.000359509,0.000215706,0.004386012,0.029264049,0.069457177,0.000647117,0.00079092,0.000215706,0.004745521
2018,Dallas,TX,7455756,0.055219082,0.01223216,0.003701838,0.039285084,0.023552273,0.031519272,0.000147537,0,0.007081777,0.020145509,0.03298123,0.000643798,0.000482848,0.000228012,0.000737685,0.027079749,0.000134125,0.001287596,0.025658029,0.006370917,0.020682007,1.34E-05,1.34E-05,0.004721185,0.011843199,0.014016017,0.000308486,0.000482848,6.71E-05,0.000362136,0.082298831,0.012366285,0.004989434,0.064943112,0.02992319,0.052201279,0.000160949,1.34E-05,0.011802961,0.031988708,0.046997246,0.000952284,0.000965697,0.000295074,0.001099821
2018,Memphis,TN,1342497,0.083724582,0.018696504,0.004543772,0.060484306,0.027858535,0.055493606,0.000148976,0.000223464,0.000595904,0.01422722,0.066815792,7.45E-05,0.000148976,0,0.002458106,0.007597782,0,0.000446928,0.007150854,0.001117321,0.006480461,0,0,7.45E-05,0.001042833,0.005884557,0,7.45E-05,7.45E-05,0.000521416,0.091322364,0.018696504,0.0049907,0.06763516,0.028975856,0.061974068,0.000148976,0.000223464,0.000670393,0.015270053,0.072700349,7.45E-05,0.000223464,7.45E-05,0.002979522
2018,Los Angeles,CA,13249879,0.123608676,0.0367626,0.012656719,0.074189357,0.055411827,0.067193066,0.000883027,0.000120756,0.047932513,0.063185483,0.052460856,0.002037754,0.002211341,0.002166058,0.001547184,0.333157759,0.008015168,0.013479368,0.311663223,0.085615876,0.239941814,0.006271755,0.001328314,0.111404791,0.180160136,0.121336957,0.006037791,0.009547257,0.002249077,0.013826541,0.456766435,0.044777767,0.026136088,0.38585258,0.141027703,0.30713488,0.007154782,0.00144907,0.159337304,0.243345618,0.173797814,0.008075545,0.011758598,0.004415135,0.015373725
2018,Las Vegas,NV,2226115,0.098781959,0.008175678,0.007052646,0.083553635,0.023763373,0.074210003,0.00067382,0.000134764,0.012443203,0.051389978,0.040204572,0.001841774,0.001347639,0.000718741,0.003279256,0.174474365,0.009523318,0.043393985,0.121557062,0.055387974,0.118232886,0.000808584,4.49E-05,0.017923602,0.097299556,0.054624312,0.00480658,0.004312446,0.003458941,0.009972531,0.273256323,0.017698996,0.05044663,0.205110697,0.079151347,0.192442888,0.001482403,0.000179685,0.030366805,0.148689533,0.094828884,0.006648354,0.005660085,0.004177682,0.013251786
2018,Kansas City,KS,2144427,0.074798536,0.020984627,0.006248755,0.047565154,0.03129041,0.043181698,0.000326428,0,0.00410366,0.034787848,0.03483448,0.000466325,0.001165813,0.000279795,0.003264275,0.016880966,0.00055959,0.000699488,0.015621889,0.00447672,0.012357613,4.66E-05,0,0.001212445,0.009419766,0.005689165,9.33E-05,0.00074612,4.66E-05,0.000886018,0.091679502,0.021544217,0.006948243,0.063187043,0.03576713,0.055539312,0.00037306,0,0.005316105,0.044207614,0.040523646,0.00055959,0.001911933,0.000326428,0.004150293
2018,Jacksonville,FL,1532663,0.089060674,0.016572462,0.00463246,0.067855752,0.032361974,0.056372471,0.00032623,0,0.005219673,0.037516401,0.045019681,0.000391475,0,0.000391475,0.005741641,0.027990498,0,0.003980001,0.024010497,0.00893869,0.018595086,0.000260984,0.000195738,0.000848197,0.011809511,0.014876069,6.52E-05,0.000260984,0,0.000978689,0.117051172,0.016572462,0.008612461,0.091866248,0.041300664,0.074967556,0.000587213,0.000195738,0.00606787,0.049325912,0.05989575,0.000456721,0.000260984,0.000391475,0.006720329
2018,Indianapolis,IN,2052368,0.075327622,0.012229776,0.003995385,0.059102461,0.026408519,0.048578033,0.000341069,0,0.003264522,0.02884473,0.044290303,0.00058469,0.000341069,9.74E-05,0.001169381,0.006626492,0,0.000438518,0.006187974,0.00185152,0.004677524,9.74E-05,0,0.000341069,0.004239006,0.001802796,4.87E-05,9.74E-05,0,0.000438518,0.081954113,0.012229776,0.004433903,0.065290435,0.028260039,0.053255557,0.000438518,0,0.003605591,0.033083735,0.046093098,0.000633415,0.000438518,9.74E-05,0.001607899
2018,Houston,TX,6976147,0.036252103,0.008987769,0.002823908,0.024440425,0.017674513,0.018505917,5.73E-05,1.43E-05,0.005189111,0.012958443,0.02150184,0.00031536,0.000186349,5.73E-05,0.001232772,0.02313598,0,0.001003419,0.022132561,0.004415045,0.018720936,0,0,0.004945423,0.010636244,0.012041031,0.000129011,0.000100342,2.87E-05,0.000200684,0.059388083,0.008987769,0.003827328,0.046572986,0.022089557,0.037226853,5.73E-05,1.43E-05,0.010134534,0.023594686,0.033542871,0.000444371,0.000286691,8.60E-05,0.001433456
2018,Fresno,CA,991950,0.04667574,0.016835526,0.003629215,0.026210999,0.020565553,0.025908564,0.000201623,0,0.021372045,0.031251575,0.010686022,0.002318665,0.001008115,0.000403246,0.001008115,0.169464187,0.000604869,0.006451938,0.162407379,0.05131307,0.118151116,0,0,0.075507838,0.104339936,0.031856444,0.007056807,0.016230657,0.001209738,0.008770603,0.216139926,0.017440395,0.010081153,0.188618378,0.071878623,0.14405968,0.000201623,0,0.096879883,0.135591512,0.042542467,0.009375473,0.017238772,0.001612985,0.009778719
2018,Denver,CO,2931665,0.13674823,0.02643549,0.007470158,0.102842583,0.045707815,0.090289989,0.000443434,0.000306993,0.033496324,0.081694191,0.032131911,0.001364412,0.006208076,0.001705515,0.013644124,0.044616285,0.001773736,0.004059127,0.038783422,0.012416153,0.031824919,0.000170552,0.000204662,0.009584997,0.029198425,0.007094944,0.000272882,0.002933487,0.000511655,0.004604892,0.181364515,0.028209226,0.011529285,0.141626004,0.058123967,0.122114907,0.000613986,0.000511655,0.043081321,0.110892616,0.039226856,0.001637295,0.009141563,0.00221717,0.018249015
2018,Milwaukee,WI,1573995,0.045108148,0.009466358,0.003430761,0.03221103,0.014548966,0.030368584,0.000127065,6.35E-05,0.004129619,0.015247825,0.027382552,0.000317663,0.000190598,0.000127065,0.001842445,0.010228749,0.000127065,0.001397717,0.008703967,0.002986032,0.007179184,6.35E-05,0,0.001143587,0.005082608,0.00438375,0,0.00025413,0,0.000508261,0.055336898,0.009593423,0.004828478,0.040914997,0.017534999,0.037547769,0.000190598,6.35E-05,0.005273206,0.020330433,0.031766302,0.000317663,0.000444728,0.000127065,0.002350706
2018,Columbus,OH,2104194,0.072189161,0.016490875,0.007033572,0.048664714,0.029132295,0.042819246,0.000142572,9.50E-05,0.003374214,0.021433385,0.046288508,0.000380193,0.000285145,4.75E-05,0.003754407,0.013686951,0.000142572,0.0013782,0.012166179,0.005275179,0.008316724,9.50E-05,0,0.000237621,0.007413765,0.0055128,4.75E-05,0.000190097,0,0.000522765,0.085876112,0.016633447,0.008411772,0.060830893,0.034407474,0.051135969,0.000237621,9.50E-05,0.003611834,0.02884715,0.051801307,0.000427717,0.000475241,4.75E-05,0.004277172
2018,Cleveland,OH,2053795,0.084234308,0.014168892,0.005355939,0.064709477,0.027217906,0.056724259,0.000292142,0,0.004966416,0.021813277,0.060035203,0.000340832,0.000535594,0,0.001509401,0.003797847,0,0.000535594,0.003262254,0.000876426,0.002921421,0,0,0.000340832,0.001704162,0.001996304,4.87E-05,0,0,4.87E-05,0.088032155,0.014168892,0.005891533,0.06797173,0.028094333,0.05964568,0.000292142,0,0.005307248,0.02351744,0.062031508,0.000389523,0.000535594,0,0.001558091
2018,Cincinnati,OH,2211936,0.048238285,0.009041853,0.004520926,0.034675506,0.016139707,0.03196295,9.04E-05,4.52E-05,0.001085022,0.017315148,0.02888872,0.000180837,0.000271256,4.52E-05,0.001537115,0.002124835,0,9.04E-05,0.002034417,0.000406883,0.001717952,0,0,0,0.001491906,0.00063293,0,0,0,0,0.050363121,0.009041853,0.004611345,0.036709923,0.016546591,0.033680902,9.04E-05,4.52E-05,0.001085022,0.018807054,0.02952165,0.000180837,0.000271256,4.52E-05,0.001537115
2018,Chicago,IL,9484158,0.058328847,0.016269235,0.005756969,0.036302643,0.025927447,0.032106171,0.000179246,0.000115983,0.008435119,0.017165467,0.038042386,0.000485019,0.000442844,0.000274141,0.00191899,0.01579476,5.27E-05,0.000506107,0.015235933,0.002551623,0.013243137,0,0,0.001834638,0.004249191,0.010902391,0.000126527,0.000210878,0,0.000305773,0.074123607,0.016321955,0.006263076,0.051538576,0.02847907,0.045349308,0.000179246,0.000115983,0.010269757,0.021414658,0.048944777,0.000611546,0.000653722,0.000274141,0.002224763
2018,Charlotte,NC,2592950,0.06417401,0.015465011,0.003393818,0.045315182,0.029387377,0.03451667,0.000192831,7.71E-05,0.002738194,0.01318961,0.048978962,0.000385661,0.000385661,3.86E-05,0.001195549,0.012919648,0.000424227,0.001118417,0.011377003,0.00258393,0.010335718,0,0,0.000887021,0.004975028,0.006710503,3.86E-05,0.000424227,0.000192831,0.000578492,0.077093658,0.015889238,0.004512235,0.056692185,0.031971307,0.044852388,0.000192831,7.71E-05,0.003625215,0.018164639,0.055689466,0.000424227,0.000809888,0.000231397,0.001774041
2018,Buffalo,NY,1129777,0.083379286,0.020269487,0.007435096,0.055674704,0.035228191,0.047797043,0.000354052,0,0.016551939,0.035405217,0.041955182,0.000177026,0.000531078,0.000265539,0.005045243,0.001327696,0,0,0.001327696,0.000442565,0.00088513,0,0,0.000177026,0.000619591,0.000619591,0,8.85E-05,0,0,0.084706982,0.020269487,0.007435096,0.0570024,0.035670756,0.048682174,0.000354052,0,0.016728965,0.036024808,0.042574774,0.000177026,0.000619591,0.000265539,0.005045243
2018,Boston,MA,4859536,0.133901673,0.046280139,0.011359109,0.076262425,0.063010131,0.070335933,0.00032925,0.000226359,0.046897482,0.050107665,0.060499603,0.001090639,0.00043214,0.000843702,0.020927924,0.004979899,0,0.00032925,0.00465065,0.001214108,0.003765792,0,0,0.000308671,0.002757465,0.001028905,0.00010289,0,0,0.001090639,0.138881572,0.046280139,0.011688359,0.080913075,0.064224239,0.074101725,0.00032925,0.000226359,0.047206153,0.05286513,0.061528508,0.00119353,0.00043214,0.000843702,0.022018563
2018,Birmingham,AL,1087967,0.062685725,0.011856977,0.001838291,0.048990457,0.02261098,0.03998283,9.19E-05,0,0.001470633,0.024173527,0.036306248,9.19E-05,0.000551487,0,0.001562547,0.020129287,0,0.000459573,0.019669714,0.005606788,0.014522499,0,0,9.19E-05,0.006893591,0.012592294,0,9.19E-05,0,0.000551487,0.082815012,0.011856977,0.002297864,0.068660171,0.028217768,0.05450533,9.19E-05,0,0.001562547,0.031067119,0.048898542,9.19E-05,0.000643402,0,0.002114035
2018,Baltimore,MD,2800743,0.08408483,0.015460183,0.004391692,0.064232955,0.028063982,0.055913734,0.000107114,0,0.001820945,0.020351742,0.061590799,0.000357048,0.000321343,0.000107114,0.001356783,0.022529736,7.14E-05,0.00103544,0.021422887,0.004927264,0.017459653,0.000142819,0,0.001463897,0.006069818,0.014603268,0,0.000321343,3.57E-05,0.001499602,0.106614566,0.015531593,0.005427131,0.085655842,0.032991246,0.073373387,0.000249934,0,0.003284843,0.02642156,0.076194067,0.000357048,0.000642687,0.000142819,0.002856385
2018,Austin,TX,2165497,0.052320553,0.017501756,0.003371051,0.031447746,0.024382394,0.027614908,0.000277073,4.62E-05,0.020503376,0.028399947,0.018748583,0.00036943,0.000785039,4.62E-05,0.003971375,0.046825278,0.000138536,0.003186336,0.043500407,0.008773967,0.038051311,0,0,0.010066973,0.02904645,0.014407778,0.000230894,0.001616257,0.000230894,0.001293006,0.099145831,0.017640292,0.006557386,0.074948153,0.033156361,0.065666219,0.000277073,4.62E-05,0.030570349,0.057446397,0.033156361,0.000600324,0.002401296,0.000277073,0.00526438
2018,Atlanta,GA,5945303,0.044539362,0.0088305,0.00287622,0.032832641,0.016618161,0.027736181,0.00018502,0,0.00112694,0.00423864,0.038618721,0.0001682,0.00030276,8.41E-05,0.00112694,0.016332221,0.00030276,0.00072326,0.015306201,0.0029435,0.01315324,0.00018502,5.05E-05,0.0004205,0.00163154,0.01360738,1.68E-05,0.0001682,5.05E-05,0.00085782,0.060871582,0.00913326,0.00359948,0.048138842,0.019561661,0.040889421,0.00037004,5.05E-05,0.00154744,0.00587018,0.052226102,0.00018502,0.00047096,0.00013456,0.00198476
2018,Miami,FL,6143837,0.071502548,0.019694533,0.005729319,0.046078696,0.027702558,0.043539567,0.000260424,0,0.017318168,0.025147152,0.044711473,0.000374359,0.000146488,0.000130212,0.000992865,0.044760302,0.001220736,0.0013835,0.042156066,0.00955429,0.03512463,8.14E-05,0,0.007454625,0.021908133,0.022233663,0.000179041,0.000227871,8.14E-05,0.000130212,0.11626285,0.020915268,0.007112819,0.088234763,0.037256848,0.078664196,0.000341806,0,0.024772793,0.047055285,0.066945135,0.0005534,0.000374359,0.000211594,0.001123077
2018,Detroit,MI,4322084,0.055690727,0.013488863,0.005136411,0.037065453,0.022026411,0.033618042,4.63E-05,0,0.000763521,0.009578712,0.044261056,0.000185096,0.000185096,4.63E-05,0.001434493,0.006246986,9.25E-05,0.000254507,0.005899932,0.00145763,0.004743082,2.31E-05,2.31E-05,0.000300781,0.002521932,0.003586233,0,2.31E-05,2.31E-05,9.25E-05,0.061937713,0.013581411,0.005390918,0.042965384,0.023484041,0.038361124,6.94E-05,2.31E-05,0.001064301,0.012100644,0.047847288,0.000185096,0.000208233,6.94E-05,0.001527041
2018,Minneapolis,MN,3610061,0.108142217,0.036979985,0.009279622,0.061882611,0.047672325,0.060137488,0.000277004,5.54E-05,0.007312896,0.025373532,0.06564986,0.002077527,0.005623174,0.000581708,0.008836416,0.014764293,0.000554007,0.00152352,0.012686766,0.003878051,0.010775441,2.77E-05,8.31E-05,0.000941812,0.003905751,0.007589899,0.000470906,0.002077527,0.000277004,0.000443206,0.12290651,0.037533992,0.010803142,0.074569377,0.051550375,0.070912929,0.000304704,0.000138502,0.008254708,0.029279284,0.07323976,0.002548433,0.007700701,0.000858711,0.009279622
2018,Riverside,CA,4612542,0.028314105,0.009257368,0.002406482,0.016650255,0.013593372,0.014612333,8.67E-05,2.17E-05,0.01172889,0.017734256,0.007631367,0.0002168,0.000715441,0.00028184,0.001734402,0.067815101,0.001669361,0.006330566,0.059815173,0.020075698,0.047175722,0.00041192,0.00015176,0.019620418,0.04450908,0.013181452,0.000715441,0.003468803,0.000780481,0.005159845,0.096129206,0.01092673,0.008737048,0.076465428,0.03366907,0.061788055,0.00049864,0.00017344,0.031349308,0.062243336,0.020812819,0.000932241,0.004184244,0.001062321,0.006894246
2018,Washington,DC,6247841,0.127612082,0.039517651,0.01195613,0.076138301,0.05749186,0.069608045,0.00046416,4.80E-05,0.008322875,0.014388971,0.108981647,0.001456503,0.000736254,0.000368127,0.001680581,0.013972827,3.20E-05,0.00075226,0.013188556,0.003217111,0.010515633,0.000128044,0.000112039,0.001344464,0.004369509,0.008546952,0.000176061,0.000112039,1.60E-05,0.00075226,0.141584909,0.039549662,0.01270839,0.089326857,0.060708971,0.080123678,0.000592205,0.000160055,0.009667339,0.01875848,0.117528599,0.001632564,0.000848293,0.000384133,0.00243284
2018,Virginia Beach,VA,1763713,0.069909333,0.01383445,0.004705981,0.051368902,0.025400958,0.044451677,5.67E-05,0,0.004138995,0.016499283,0.048760768,0.000226794,0.00039689,0.000113397,0.003912201,0.012587082,0.000340191,0.000680383,0.011566508,0.002948325,0.009638756,0,0,0.000510287,0.005046172,0.006973924,0.000113397,0,0,0.000453589,0.082496415,0.014174642,0.005386364,0.06293541,0.028349284,0.054090433,5.67E-05,0,0.004649283,0.021545456,0.055734692,0.000340191,0.00039689,0.000113397,0.00436579
2018,Tampa,FL,3154649,0.088821292,0.019558436,0.004691489,0.064571368,0.037056421,0.051574676,0.000190195,0,0.011316631,0.046534496,0.039275368,0.000316992,0.000507188,0.000190195,0.001997053,0.050877293,0.000443789,0.002409143,0.04802436,0.011443428,0.039275368,0.000126797,3.17E-05,0.005388872,0.032808721,0.015374135,6.34E-05,0.001204571,0.000380391,0.001046075,0.139698585,0.020002225,0.007100631,0.112595728,0.048499849,0.090850044,0.000316992,3.17E-05,0.016705504,0.079343217,0.054649503,0.000380391,0.001711759,0.000570586,0.003043128
2018,St. Louis,MO,2803958,0.045507101,0.012375364,0.00791738,0.025214358,0.020506727,0.024857719,0.000106992,3.57E-05,0.001069916,0.009129951,0.03398767,0.000106992,0.000285311,3.57E-05,0.001961513,0.004386656,0,0.000356639,0.004030018,0.000927261,0.003423732,3.57E-05,0,0.000106992,0.001283899,0.003031429,3.57E-05,3.57E-05,0,0,0.049893757,0.012375364,0.008274018,0.029244375,0.021433987,0.028281451,0.000142655,3.57E-05,0.001176908,0.010413851,0.037019099,0.000142655,0.000320975,3.57E-05,0.001961513
2018,Seattle,WA,3935179,0.181694403,0.050086667,0.016111084,0.115496652,0.078370006,0.102206278,0.000787766,0.000330353,0.024395332,0.081012833,0.064596807,0.004701184,0.004624948,0.006988246,0.019770384,0.189267121,0.005565185,0.027368514,0.156333422,0.054508321,0.12461949,0.001499296,0.008640014,0.030748284,0.103959693,0.032196756,0.004726596,0.007776012,0.003583064,0.037024999,0.370961524,0.055651852,0.043479598,0.271830074,0.132878327,0.226825768,0.002287062,0.008970367,0.055143616,0.184972526,0.096793564,0.00942778,0.012400961,0.010571311,0.056795383
2018,San Jose,CA,1993804,0.090580619,0.021265882,0.006118957,0.063195781,0.034155815,0.05592325,0.000351088,0.000150466,0.047497146,0.061741274,0.011535738,0.004213052,0.004814917,0.001253885,0.007021753,0.273246518,0.033303173,0.098053771,0.141889574,0.083859798,0.1887347,0.00065202,0,0.112899763,0.107432827,0.039622751,0.008075016,0.042581919,0.009078124,0.06645588,0.363827136,0.054569055,0.104172727,0.205085354,0.118015612,0.24465795,0.001003108,0.000150466,0.16039691,0.169174101,0.051158489,0.012288068,0.047396835,0.010332009,0.073477634
